source,target,weight,source_idx,target_idx
FAM102B,ELP2,0.3416281,143,2603
KIAA2026,PRR14L,0.3416278,1523,2845
RNF145,MCM9,0.34162623,1034,1190
NUBPL,NEMF,0.3416254,2145,2160
PTEN,TIAL1,0.3416232,1706,1751
R3HDM1,SEPTIN7,0.34162247,427,1280
EPC1,TRPM7,0.34162217,1658,2279
KLHL5,MCM3AP,0.3416218,790,2827
IRF2,SLC38A10,0.34162167,897,2567
FAM126B,WDR70,0.34162113,489,919
PUM3,CDK17,0.34162,1517,2000
SP3,TLK2,0.3416188,463,2534
MTR,AC104123.1,0.34161872,276,973
TRIM33,ANXA4,0.34161842,160,370
TUBGCP3,RFFL,0.34161788,2128,2487
TPR,KIAA2026,0.34161758,230,1523
KIAA2026,ANP32A,0.3416166,1523,2313
PRDX1,ARFGEF2,0.3416165,84,2775
PRPF4B,AGPAT3,0.34161532,1065,2821
FAM120B,ATE1,0.34161374,1241,1754
TOP2B,SLC20A2,0.34161374,562,1437
H3F3A,AVL9,0.3416119,266,1278
TMSB10,SHOC2,0.3416119,383,1740
CTSH,RPS15,0.34161186,2331,2641
CDC42SE1,ZNF518A,0.34161022,179,1723
RPL11,CDC27,0.34161022,38,2516
ABCA1,NT5C2,0.34160894,1579,1738
LINC01473,ZCCHC7,0.34160855,476,1546
AC245297.3,S100A4,0.34160808,171,183
GLB1,ATXN7L1,0.34160793,572,1341
CTDSPL2,HDAC8,0.3416072,2272,2909
ZCCHC7,DDX6,0.34160715,1546,1875
TBCA,NCOA6,0.34160647,953,2758
HLA-DQA1,HIPK3,0.34160572,1105,1796
TOP2B,PDE7A,0.34160566,562,1458
CUL5,GAS7,0.34160554,1862,2456
METTL9,YWHAE,0.34160495,2374,2435
MTREX,TRPC4AP,0.3416038,929,2759
OCIAD1,SNHG25,0.34160355,800,2539
TRPM7,WDR44,0.34160167,2279,2923
CMSS1,VPS35L,0.34160092,640,2373
ATF2,AGAP1,0.34160018,467,533
NUP153,TRPC4AP,0.3415998,1080,2759
R3HDM1,RPS18,0.3415997,427,1113
TTC28,CHM,0.34159908,2840,2917
BRI3,PECAM1,0.34159893,1326,2540
ATP2B4,PPP2CA,0.34159803,243,1002
ATP6V1H,ELL,0.34159416,1446,2672
N4BP1,HDAC8,0.34159333,2392,2909
PPP4R2,NUMB,0.34159327,632,2198
LRRFIP2,OPHN1,0.34159306,576,2905
TYW1,BRAF,0.34159285,1296,1376
ARHGEF11,SNX24,0.34159216,194,992
ST8SIA4,EXOC4,0.3415917,977,1368
EEFSEC,VWA8,0.34159145,671,2072
R3HDM1,PTMA,0.34159133,427,528
RBM27,KPNA3,0.34159052,1019,2089
PPP4R3B,ZC3H12C,0.34159032,347,1866
CMC1,NFATC3,0.34158942,566,2407
OLA1,KATNBL1,0.34158862,464,2250
PCCA,IREB2,0.3415869,2117,2329
BROX,TMEM245,0.34158677,258,1582
POLK,MTHFD1L,0.341586,949,1222
PMS1,DYNC1H1,0.34158593,478,2234
TMEM131,CCDC66,0.34158516,393,615
SP110,ZCCHC7,0.34158492,522,1546
PIKFYVE,ATXN7,0.34158435,503,622
FGFR1OP2,AKAP10,0.34158337,1924,2466
ZCCHC7,NSF,0.3415826,1546,2514
EPG5,TRPC4AP,0.34158242,2607,2759
KLF3,EXOC4,0.34158224,787,1368
DIRC3,CLCN3,0.34158155,510,891
RPS6KC1,TRAF3,0.34158093,253,2238
SEC24B,VPS41,0.34158078,853,1282
NSL1,KIAA2026,0.34158057,252,1523
TANGO6,DIDO1,0.34158006,2409,2787
LRRC8D,HDAC8,0.34157994,128,2909
PPP1R12B,EXOC2,0.3415796,240,1059
CAMKMT,FAR1,0.34157944,331,1783
PRKRIP1,ZCCHC7,0.34157836,1336,1546
SPPL3,PIAS2,0.3415781,2031,2609
DLG1,AC027097.2,0.34157786,752,2619
GANC,CORO1A,0.3415777,2264,2385
LARP4,XPO4,0.34157622,1948,2050
SNX27,TNPO3,0.34157544,182,1360
SFSWAP,DHRSX,0.3415746,2044,2870
OTULIN,SFSWAP,0.34157377,908,2044
EIF4A2,CLIP1,0.34156978,738,2037
RPRD2,HNRNPK,0.34156945,175,1557
TMEM131,WRN,0.34156862,393,1430
ZNF33A,ATRN,0.3415685,1664,2724
GLB1,TM9SF3,0.34156823,572,1725
GPBP1L1,RBM25,0.34156686,85,2196
MCTP1,RPS9,0.34156674,970,2713
RPAP2,KIF16B,0.3415653,130,2739
SRSF4,AZIN1-AS1,0.34156507,52,1483
PCCA,GPATCH2L,0.34156436,2117,2204
LCORL,ARIH1,0.34156358,779,2320
IQCB1,BRD4,0.34156358,654,2665
ATG16L2,STK38L,0.34156322,1835,1926
DENND6A,ZNF700,0.34156168,618,2661
SEC62,PHACTR2,0.34156108,709,1214
USP48,PLEKHA2,0.34156072,30,1433
RAB6A,NUMB,0.3415607,1837,2198
PPM1L,B4GALT1,0.34155986,708,1538
FBXO28,AEBP2,0.34155923,264,1916
KIAA2026,GOSR1,0.34155902,1523,2479
CUL3,KPNA3,0.3415581,515,2089
ZNF33A,CYLD,0.3415574,1664,2395
IBTK,PPFIA1,0.34155613,1156,1832
POLK,TLE4,0.3415552,949,1555
RAB39A,TAF1,0.34155503,1861,2907
SNX18,VPS36,0.34155482,928,2097
MARCH6,AVL9,0.34155315,903,1278
WWP2,HNRNPM,0.34155285,2412,2653
DEK,ZNF91,0.34155232,1083,2677
ATP2B4,PPP4R1,0.34155166,243,2582
ANKH,ATF7,0.34155113,909,1955
CAP1,PHKB,0.34154937,73,2390
SEC24B,CYB5R4,0.3415488,853,1159
EXOC4,CASC4,0.34154826,1368,2271
NRP2,NUP160,0.3415478,497,1812
RNF38,SS18,0.3415477,1545,2595
LIPA,LINC01278,0.3415476,1708,2901
ANKFY1,THOC2,0.34154662,2443,2928
EXOC2,ATE1,0.34154633,1059,1754
CNOT1,HDAC8,0.34154633,2404,2909
CAPZA1,DHX36,0.34154606,156,702
SEC62,NEMF,0.34154564,709,2160
WDR33,RPRD1A,0.34154546,419,2602
ERCC6L2,ADNP,0.34154397,1571,2780
RPS27,CTSH,0.34154347,185,2331
MKLN1,STIM1,0.34154338,1366,1771
CHD6,LAMP2,0.34154338,2770,2927
FBXO28,ZHX2,0.3415427,264,1497
SERINC1,NDUFAF6,0.3415395,1192,1473
HECTD1,STRADA,0.34153837,2143,2538
TSPAN14,KATNBL1,0.34153786,1699,2250
DCP1A,CCDC7,0.3415373,611,1659
RBM27,CDC42BPB,0.34153703,1019,2239
GANC,ITGB2,0.34153658,2264,2826
PRPF4B,MAPKAP1,0.34153625,1065,1610
THRAP3,HERPUD1,0.341536,68,2401
TMEM131,ZBTB38,0.34153578,393,687
PRPF40A,ZFYVE16,0.34153453,444,959
RPL37A,MARS,0.34153402,509,1964
GANC,RPS9,0.34153357,2264,2713
OSBPL11,GLG1,0.3415333,667,2416
FAM172A,TAF2,0.3415331,969,1495
PTPN4,UBL3,0.34153226,413,2059
HCLS1,ANKHD1,0.34153217,652,1012
WDR26,LCOR,0.34153077,265,1727
SRBD1,WDR33,0.34153056,332,419
NRDC,LRBA,0.34153003,94,875
LNPEP,CDK13,0.34152958,975,1283
CAPZA2,RTN1,0.34152955,1352,2177
STOM,PIAS2,0.341529,1600,2609
LYST,DHX15,0.34152868,275,781
ASXL2,ZNF292,0.3415273,303,1161
EXOC4,LRP1,0.34152645,1368,1962
TAPT1,MSRA,0.3415264,776,1399
FAM172A,EPG5,0.34152564,969,2607
SLC30A7,TRERF1,0.34152558,141,1129
ARMC8,EDA,0.34152523,684,2906
S100Z,YWHAZ,0.34152487,951,1480
ZNF431,HDAC8,0.34152454,2675,2909
CUL3,STX18,0.3415245,515,766
KIAA0319L,ZXDC,0.3415239,65,668
PPM1L,PPP1R10,0.34152347,708,1093
RPS12,CAPZA2,0.34152335,1202,1352
RBM5,ZC3H12C,0.34152323,604,1866
FAM193A,EIF3A,0.3415216,761,1748
SEMA4D,MARK2,0.34152076,1563,1821
UGGT1,PPP1R10,0.34152073,420,1093
KIAA0319L,UNK,0.3415198,65,2554
RHEB,MORF4L1,0.34151933,1382,2330
GIGYF2,MDN1,0.34151894,530,1164
ATP6V1C1,TRPM7,0.34151894,1484,2279
R3HDM1,UST,0.34151864,427,1219
REV1,SEC22A,0.3415181,395,663
NSD2,ZNF700,0.34151798,759,2661
SLC12A6,HDAC8,0.34151727,2251,2909
RPLP1,TM9SF4,0.34151727,2315,2752
ZRANB2,RAB7A,0.34151703,114,672
MACO1,HELZ,0.3415169,42,2545
WTAP,RAP1GAP2,0.3415155,1235,2441
RPL35,SLC38A10,0.3415141,1607,2567
USP48,HEATR5A,0.341514,30,2144
ARID1A,SNX1,0.3415133,45,2302
KIAA2026,ZCCHC7,0.34151292,1523,1546
RC3H1,TMCC3,0.34151247,211,1997
KIAA0319L,RNF115,0.34151036,65,169
TRMT11,PHKB,0.34150887,1196,2390
KIAA0319L,RPRD1A,0.34150866,65,2602
SETD3,TMEM164,0.3415081,2228,2920
RC3H1,ATL2,0.34150788,211,320
ABI2,SHPRH,0.3415075,494,1217
EIF1B-AS1,KIF5B,0.3415069,582,1657
FAM172A,URI1,0.34150672,969,2679
BRAF,TANGO2,0.34150666,1376,2832
GLB1,CDC42BPB,0.34150445,572,2239
CCDC93,RBM39,0.34150293,411,2762
RPL5,HSD17B4,0.34150112,132,990
FAM193A,PDE7A,0.3415009,761,1458
SLAIN2,HS6ST3,0.3415007,798,2109
SMARCC1,PPP6R3,0.3414999,596,1831
DAAM1,RBBP6,0.34149897,2176,2379
PRDX1,UPF2,0.34149882,84,1639
WDR33,TAF2,0.3414986,419,1495
WDPCP,STIM2,0.341498,355,783
EYA3,RPL6,0.34149775,48,2026
STT3B,PPP4R1,0.3414977,569,2582
DNAJB14,HACE1,0.34149745,844,1171
POU2F1,PAFAH1B1,0.3414965,202,2440
SACM1L,PCCA,0.34149647,591,2117
TAF3,ATE1,0.34149605,1637,1754
CCNT2,EPC2,0.3414953,425,438
BROX,ABCB7,0.34149483,258,2912
CBFA2T2,MICAL3,0.3414947,2755,2831
RPL9,SCLT1,0.34149414,791,863
DIDO1,ANOS1,0.34149304,2787,2874
LINC02328,AC009120.2,0.3414915,2212,2415
UIMC1,PCCA,0.34148923,1047,2117
EIF3A,ARHGAP5,0.34148836,1748,2146
ANKIB1,CAMK2G,0.34148794,1315,1691
RC3H1,AKAP8L,0.34148434,211,2666
RC3H1,INPP5F,0.3414836,211,1752
WDR33,ZNF431,0.34148347,419,2675
PSME4,ZCCHC7,0.34148312,342,1546
ATP6V1H,FLOT2,0.3414829,1446,2474
AFF4,RSRC2,0.3414822,1001,2038
MAPK8,ATE1,0.3414816,1668,1754
OTULINL,TMEM161B-AS1,0.34148142,907,967
POLK,PRR14L,0.3414812,949,2845
GALK2,LGALS9,0.34148002,2276,2471
CRLF3,CHM,0.34147996,2480,2917
COP1,WASL,0.34147963,213,1357
CUL3,RAB5A,0.34147686,515,557
RBM33,RC3H2,0.34147677,1387,1601
IBTK,EXOC6,0.34147668,1156,1718
SOAT1,DHX15,0.3414766,217,781
VPS50,GDAP1,0.34147504,1320,1466
MCPH1,UBL3,0.341475,1396,2059
GAK,FAM193A,0.34147277,758,761
SMAP1,KATNBL1,0.3414726,1147,2250
PTBP2,FAM172A,0.3414724,138,969
CDC73,HK1,0.34147158,233,1680
KPNA4,CDK13,0.3414713,707,1283
UBE2F,UBE2G1,0.34147093,535,2444
RC3H1,MERTK,0.34146965,211,405
RPL21,ITGB2,0.34146938,2057,2826
ACTR3,RALGAPB,0.34146863,409,2768
KATNBL1,MTMR3,0.3414677,2250,2843
STIM2,KIF5B,0.34146726,783,1657
WDR33,CERT1,0.34146646,419,948
HECTD1,CFDP1,0.34146616,2143,2418
LCORL,GGNBP2,0.34146595,779,2493
CASD1,ZNF33A,0.34146592,1321,1664
CORO1A,MOB3A,0.3414657,2385,2642
CNTLN,HNRNPK,0.34146535,1529,1557
PPP4R3B,LARP4,0.34146488,347,1948
CDC73,HMGN3,0.3414637,233,1154
WDR33,DHRSX,0.34146312,419,2870
ATP6V1H,HUWE1,0.34146267,1446,2899
WDR33,MCU,0.34146017,419,1688
COP1,UPF2,0.34145924,213,1639
UBE2E3,PAFAH1B1,0.34145862,473,2440
COP1,TAF1,0.3414585,213,2907
MCTP1,CDR2,0.34145764,970,2376
NFKB1,ZNF451,0.34145594,846,1140
ANKIB1,KDM2B,0.3414551,1315,2035
RNF38,DENND4A,0.34145418,1545,2307
TTC13,MNAT1,0.3414539,269,2179
PTPN4,ITGAV,0.34145373,413,477
GRK2,SMG1,0.34145367,1827,2370
FBXW4,KMT2A,0.341453,1731,1874
IWS1,TACC1,0.34145272,418,1432
PPP2R2D,FAR1,0.3414522,1762,1783
VPS50,YLPM1,0.34145218,1320,2200
ZBTB8OS,HELZ,0.34145203,58,2545
GLB1,DCAF10,0.34145176,572,1547
FUT8,UBE2G1,0.34145105,2187,2444
LARP1,NR6A1,0.34145096,1031,1606
ARFGEF2,RPL3,0.34145084,2775,2854
CCDC93,SLC38A9,0.34145015,411,931
KRIT1,TRAPPC8,0.34145,1314,2596
CD47,SLC20A2,0.34144986,645,1437
GPR107,CDC42BPB,0.34144846,1616,2239
HEATR5B,CDR2,0.3414475,317,2376
PLCB2,RPS15,0.3414462,2257,2641
TRAF3,AGPAT3,0.34144577,2238,2821
RPS24,ELP2,0.34144533,1696,2603
NNT,KIF13B,0.34144527,923,1428
FXR1,SPPL2A,0.3414449,724,2280
CWF19L2,DIDO1,0.3414448,1860,2787
SNX2,YTHDF3,0.3414445,991,1457
BRI3,NUP160,0.3414442,1326,1812
ZNF124,STRN3,0.34144416,287,2142
PCBP1-AS1,HNRNPM,0.34144303,371,2653
TMED8,TLK2,0.34144104,2206,2534
ZRANB2,PDK4,0.34143934,114,1322
HADHB,HS6ST3,0.3414386,305,2109
ABI2,STAT5B,0.3414377,494,2504
USP48,CERT1,0.34143674,30,948
ARFIP1,POLK,0.34143668,877,949
ATAD2B,TACC1,0.341436,297,1432
USP48,SON,0.34143555,30,2807
EIF1B-AS1,CDH12,0.3414349,582,912
PLEKHM3,BRAF,0.34143475,502,1376
CEP85L,ELP2,0.3414338,1189,2603
CEPT1,FAM172A,0.34143376,150,969
EPC2,SLC23A2,0.34143376,438,2729
CUL3,IP6K1,0.34143257,515,602
CLASRP,DIDO1,0.3414321,2702,2787
FAM193A,MARS,0.34143153,761,1964
TLK1,SNHG25,0.34143117,460,2539
ARMC8,TMEM117,0.341431,684,1938
PHF3,RNF38,0.34143052,1143,1545
G3BP1,EWSR1,0.34142986,1029,2841
GABPB1-AS1,MOB3A,0.3414292,2277,2642
BAZ1B,ASPH,0.341429,1299,1456
ST3GAL3,WDR33,0.34142724,80,419
ARPC1B,EXOC6,0.34142682,1329,1718
TMEM135,VEZT,0.34142664,1852,1998
CYB5R4,ROCK1,0.3414266,1159,2589
YTHDF3,NAA25,0.34142658,1457,2024
ZDHHC20,TTC7B,0.3414261,2051,2216
CEP128,MICAL3,0.34142599,2209,2831
SLC20A2,LCOR,0.34142593,1437,1727
S100A4,SUFU,0.34142423,183,1735
NFE2L2,HLA-A,0.34142354,470,1091
MYSM1,HECTD4,0.34142342,100,2025
GPR107,FUBP3,0.34142298,1616,1617
TMEM131,EVL,0.34142172,393,2230
NRF1,ATP2B1,0.3414215,1362,1993
CAMKMT,H3F3B,0.3414213,331,2553
ITSN1,THOC2,0.34142026,2808,2928
PRKAR2A,PTPRM,0.34142026,598,2579
TRPM7,CLEC16A,0.34141937,2279,2359
OSBPL8,PSMA3-AS1,0.34141836,1985,2174
FBXO34,KIF16B,0.34141815,2168,2739
CDR2,ARHGAP4,0.34141687,2376,2939
SOAT1,RPS6KC1,0.34141654,217,253
UBE2E3,ATE1,0.3414159,473,1754
RBBP4,KIAA0319L,0.34141478,59,65
USP48,NUDCD3,0.34141424,30,1286
ARHGAP18,CASD1,0.34141362,1198,1321
APC,TRIP11,0.34141308,983,2220
ZNF451,EIF4A1,0.34141293,1140,2451
PPP4R2,CLINT1,0.34141243,632,1033
RBM27,TRPM7,0.34141135,1019,2279
EIF4A2,DDX39B,0.3414092,738,1097
STIM2,BRI3,0.3414089,783,1326
NRDC,GPHN,0.34140882,94,2188
PGGT1B,PAFAH1B1,0.3414082,986,2440
FAM172A,WDR44,0.341408,969,2923
ATXN7,RNF38,0.34140766,622,1545
ARHGAP35,HDAC8,0.34140742,2703,2909
CUL3,ELP3,0.34140676,515,1426
NEK10,MARK2,0.34140638,564,1821
ST3GAL3,RBM27,0.3414063,80,1019
MAT2A,UBR5,0.34140608,386,1482
STOM,LGALS9,0.34140605,1600,2471
BTBD1,HERPUD1,0.34140587,2333,2401
IWS1,TRAF3,0.34140378,418,2238
HNRNPA3,ARID2,0.34140337,469,1940
WDPCP,YTHDC1,0.34140244,355,810
BDP1,TRPM7,0.3414022,943,2279
NUDCD3,TRPC4AP,0.34140185,1286,2759
ICE2,HELZ,0.3414016,2295,2545
CCDC50,RBBP6,0.34140113,743,2379
BRAF,ATP6V1B2,0.34140056,1376,1413
NAGK,TMEM87A,0.34140053,372,2263
AGPS,SETD3,0.3413997,471,2228
LPGAT1,REV1,0.34139958,251,395
PLA2G4A,NCOA6,0.34139952,231,2758
CUL3,WIPF2,0.34139928,515,2501
FUBP3,NUMB,0.341399,1617,2198
UBQLN1,SFSWAP,0.341399,1556,2044
TPR,WDR33,0.3413988,230,419
PAK2,TIAL1,0.34139812,750,1751
OPA1,SCFD1,0.341397,745,2141
PLXND1,ERCC6L2,0.34139642,674,1571
B4GALT1,STOM,0.34139565,1538,1600
WDR11,AP2A2,0.34139553,1753,1764
PPM1L,AC009120.2,0.34139526,708,2415
EXT1,ZDHHC20,0.34139517,1492,2051
EHBP1,RPS11,0.3413945,354,2709
KLHL8,PPP2R5E,0.34139258,827,2183
LPGAT1,RNF24,0.34139177,251,2727
GLB1,TYW1,0.341391,572,1296
YLPM1,USF2,0.34138995,2200,2685
POLK,MAP2K5,0.34138978,949,2311
RUBCN,PHIP,0.34138966,753,1153
PPP4R2,SMAP1,0.34138912,632,1147
KATNBL1,DCAF7,0.3413891,2250,2536
RC3H1,TYW1,0.341389,211,1296
CMTM6,TM7SF3,0.34138873,571,1925
PLCB2,CD300A,0.34138823,2257,2549
ASCC1,ITSN1,0.3413871,1684,2808
STIM2,RBM4,0.3413871,783,1825
FAR1,SNX1,0.3413867,1783,2302
VPS41,ITFG1,0.34138492,1282,2389
EPG5,MAPK1,0.34138474,2607,2835
FAM126B,PHIP,0.34138462,489,1153
LCOR,KMT2A,0.34138462,1727,1874
NFYC,SFSWAP,0.34138414,76,2044
ZHX2,SMC5,0.34138402,1497,1552
PPP3CC,TRPC4AP,0.3413823,1415,2759
CUL3,EXOC2,0.34138203,515,1059
NOL10,FUBP3,0.34138176,292,1617
PHF3,SMG1,0.34138113,1143,2370
NDUFS4,ERC1,0.3413808,926,1891
SNX18,TRIP4,0.3413804,928,2304
RPS27A,TMSB10,0.34138018,345,383
ATE1,ICE2,0.34137982,1754,2295
MAP3K14,RPTOR,0.3413795,2511,2566
TRIM14,MCM3AP,0.34137884,1575,2827
SRSF5,SLC38A10,0.34137866,2193,2567
FBXW11,INO80,0.34137806,1039,2259
SUFU,PSTPIP2,0.34137732,1735,2608
LRRFIP1,RALGAPB,0.3413768,534,2768
HLA-DMA,AGPAT3,0.34137678,1110,2821
FAM172A,PGGT1B,0.34137616,969,986
FAM126B,NFX1,0.34137613,489,1539
CCDC66,DIDO1,0.34137607,615,2787
ZNF106,DIDO1,0.34137556,2265,2787
TIAM2,HDAC8,0.34137538,1228,2909
KIF13B,SIPA1L3,0.34137526,1428,2688
ASXL2,HLA-DPA1,0.3413752,303,1111
ANKH,PCF11,0.34137496,909,1850
DHX36,APC,0.34137464,702,983
TRERF1,STAM,0.3413745,1129,1644
TIAL1,SLC38A2,0.34137446,1751,1942
WAPL,AMPD3,0.34137434,1702,1778
ROCK2,SCAMP2,0.34137428,293,2323
EXOC4,URI1,0.34137347,1368,2679
KIF13B,TSPAN14,0.34137338,1428,1699
CLINT1,TRPC4AP,0.34137312,1033,2759
DNAJC13,MED27,0.3413729,678,1622
IWS1,INVS,0.34137258,418,1578
FAM102B,CAMSAP2,0.34137195,143,238
CCDC66,EXOC4,0.34137136,615,1368
CUL3,ANO6,0.34137115,515,1939
TMEM135,LGALS9,0.34137103,1852,2471
SH3GLB1,RC3H1,0.34137097,124,211
UHRF1BP1,ERC1,0.34137073,1116,1891
AC104123.1,PHIP,0.34137067,973,1153
TRERF1,RNF19A,0.34137064,1129,1478
EEFSEC,RPS9,0.3413705,671,2713
PTBP2,MAPK1,0.3413701,138,2835
FGD3,RBBP6,0.34136945,1568,2379
TASOR,HK1,0.3413672,616,1680
NT5C2,RDX,0.34136683,1738,1865
FBXW11,RAB6A,0.34136623,1039,1837
TENT2,CPPED1,0.3413658,957,2365
SF3B1,WAPL,0.34136564,484,1702
REV1,DEK,0.3413654,395,1083
MPZL1,CDC73,0.3413652,205,233
MAP3K14,TM9SF4,0.34136462,2511,2752
RIF1,PCCA,0.341364,439,2117
MKNK1,ANKHD1,0.34136367,87,1012
SHOC2,ME2,0.34136358,1740,2614
DCAF10,ATE1,0.34136352,1547,1754
YAF2,PITPNB,0.34136343,1936,2839
UGP2,TRPM7,0.3413633,356,2279
TRPM7,STAU1,0.34136307,2279,2776
FBXO38,ATP2B1,0.3413623,1022,1993
PHF20L1,MAP3K14,0.3413618,1506,2511
VEZT,SUGP2,0.3413602,1998,2673
SERINC1,CLYBL,0.34136,1192,2116
AGO3,VTI1A,0.3413592,67,1741
CAMSAP2,BRD4,0.34135884,238,2665
TRMT11,SFSWAP,0.34135875,1196,2044
PPM1L,RNF145,0.34135827,708,1034
MPZL1,TTLL5,0.34135687,205,2203
RC3H1,PACSIN2,0.34135565,211,2860
HCLS1,BRAF,0.3413556,652,1376
ARAP1,CDK12,0.3413556,1834,2500
FXR1,PPP2R2D,0.34135446,724,1762
FAM126B,RBM39,0.34135437,489,2762
KIAA0232,EIF3A,0.34135413,768,1748
CTNNA1,NUMB,0.34135357,1008,2198
GLYR1,SNRNP70,0.3413532,2354,2707
KDM2B,OAZ1,0.34135315,2035,2643
EIF4E,DIDO1,0.34135276,843,2787
PCBP2,FOS,0.34135154,1954,2201
HEATR5A,NFATC3,0.34135127,2144,2407
AZIN1-AS1,DERA,0.34135106,1483,1914
EXOC1,UBL3,0.3413509,806,2059
PPIP5K2,LGALS9,0.34135044,978,2471
DCAF5,RPL26,0.34135026,2191,2453
CCNI,LCOR,0.34135002,818,1727
XPO4,LITAF,0.3413498,2050,2360
USP48,UBE2H,0.34134957,30,1363
ACSL3,ERC1,0.34134957,514,1891
ACSL3,PHKB,0.3413494,514,2390
NT5C2,LARP4,0.34134805,1738,1948
DCP2,VPS50,0.34134766,984,1320
SLC35F5,ROCK1,0.34134704,408,2589
CMTM6,HIBADH,0.3413458,571,1271
RAB28,OPHN1,0.34134492,773,2905
AFF4,LAMP2,0.34134382,1001,2927
DPYSL2,PCGF5,0.3413438,1423,1713
AC079781.5,BRAF,0.34134194,1325,1376
KIAA0319L,SEC31A,0.34134188,65,823
SNX14,RPTOR,0.34134158,1160,2566
RBM25,TLK2,0.34134153,2196,2534
ERC1,TCF20,0.34134138,1891,2859
DHRS3,CCNI,0.34134123,13,818
TMEM161B-AS1,PDK4,0.34134093,967,1322
PPM1L,ATRN,0.3413406,708,2724
G3BP1,HELZ,0.3413402,1029,2545
PPP2R2D,TRAF3,0.34134004,1762,2238
UBC,AKAP11,0.34133968,2043,2073
IQCB1,TBC1D2B,0.34133953,654,2328
UBXN7,HELZ,0.34133932,749,2545
PPFIA1,CD300A,0.34133846,1832,2549
TRPM7,MORC3,0.3413382,2279,2810
ZC3H12C,PIAS2,0.3413382,1866,2609
RGS7,IWS1,0.34133813,279,418
TRIO,USP8,0.34133813,906,2278
KIAA2026,ZNF236,0.3413376,1523,2632
FAM102B,TPM3,0.34133747,143,186
KIF13B,GDI2,0.3413372,1428,1633
FAM126B,F13A1,0.34133625,489,1069
AOPEP,PARP4,0.34133592,1570,2054
PTPN18,TMEM161B-AS1,0.3413356,421,967
ZCCHC7,N4BP1,0.34133482,1546,2392
DCTN4,FBXW11,0.34133428,1028,1039
PPP4R2,CDK8,0.34133422,632,2055
TBCA,FBXO34,0.3413341,953,2168
ARHGEF11,EDEM3,0.341334,194,227
PHIP,BRWD3,0.3413328,1153,2915
RBM6,MICAL3,0.34133247,603,2831
DLG1,TMCC3,0.34133232,752,1997
WAPL,PANK2,0.34133226,1702,2726
SFSWAP,SMARCA4,0.34133214,2044,2660
AC118549.1,RBM6,0.3413313,117,603
WDPCP,CDK19,0.34133044,355,1181
KDM3B,SRPK2,0.34133032,1007,1340
COP1,PARP4,0.34132978,213,2054
USP48,XPO7,0.34132826,30,1414
TTC13,ARSB,0.34132797,269,956
KIAA2026,TMLHE,0.34132758,1523,2943
ISG15,SUFU,0.34132713,0,1735
MORF4L1,SMAD4,0.34132668,2330,2615
HIPK3,SLX4IP,0.34132662,1796,2735
ARHGEF11,CASD1,0.34132642,194,1321
COMMD1,KPNA3,0.34132642,353,2089
CNTLN,PITPNB,0.34132615,1529,2839
CSNK1G3,ZNF33A,0.3413258,993,1664
RPL21,TAF1,0.3413249,2057,2907
FUBP3,WIPF2,0.34132487,1617,2501
CAMTA1,ERC1,0.34132475,3,1891
ATXN7L1,HECTD1,0.3413216,1341,2143
EPC2,DNAJB14,0.3413214,438,844
PPM1L,PHIP,0.34132063,708,1153
FBXO28,TOP1,0.34132063,264,2769
PEX14,EWSR1,0.34131947,10,2841
GIGYF2,EEFSEC,0.3413193,530,671
PPP2CA,DPP6,0.3413191,1002,1386
RBM4,YLPM1,0.3413179,1825,2200
CANX,MINDY2,0.34131786,1053,2291
STX8,RPL13A,0.3413171,2455,2708
HADHB,ARPC2,0.34131616,305,511
BCAR3,BAZ1B,0.34131488,137,1299
AMPD3,PAFAH1B1,0.3413133,1778,2440
KIAA2026,KAT6B,0.3413132,1523,1693
BTAF1,MARS,0.34131312,1716,1964
PDSS2,USP7,0.34131286,1174,2356
ZNF655,MAP4K5,0.34131256,1330,2162
IFI44,NRP2,0.34131202,122,497
ZNF518A,PARP4,0.34131157,1723,2054
RDX,DERA,0.3413106,1865,1914
KPNA4,IKZF1,0.34130996,707,1290
EIF1B-AS1,TIGAR,0.34130946,582,1895
HLA-DMA,CHFR,0.34130928,1110,2046
ICE1,KIAA2026,0.3413092,901,1523
EDEM3,ARHGEF12,0.34130898,227,1878
ADPGK,DNAJC7,0.34130853,2321,2503
CNBP,KLF12,0.34130844,673,2101
PTBP2,ATE1,0.34130716,138,1754
DOCK7,ZNF33A,0.34130532,105,1664
USP48,ZXDC,0.34130442,30,668
VPS54,PPA2,0.3413041,357,850
APLP2,DDX3X,0.34130374,1885,2893
REPS1,RPS24,0.341303,1209,1696
FAM172A,CTDSPL2,0.34130275,969,2272
NRP1,TIGAR,0.34130275,1661,1895
MLLT10,USP7,0.34130114,1646,2356
EXOC1,CRLF3,0.34130007,806,2480
SPAST,MAPK1,0.34129992,310,2835
TMSB10,UPF2,0.34129953,383,1639
ZNF131,TRAPPC8,0.34129822,922,2596
TTLL5,ME2,0.34129784,2203,2614
NUDCD3,CDC42BPB,0.341297,1286,2239
SEC24B,PACS1,0.341297,853,1824
TAF2,HECTD1,0.34129664,1495,2143
CCDC66,FAM172A,0.34129584,615,969
ADD1,HS6ST3,0.34129453,763,2109
ATXN7L1,DIDO1,0.34129426,1341,2787
MTR,LUC7L,0.3412938,276,2348
FOXN2,TENT2,0.34129304,338,957
RPS6KC1,RPS2,0.34129128,253,2350
